dataset_uuid,Cell Ontology ID,Cell Type,Count,Total Count,Percentage
0b6f63f2bd61a8c091fc7afc0f318ad1,CL:4030014,Kidney.kidney loop of Henle long descending thin limb inner medulla epithelial cell,3,20990,0.01
0b6f63f2bd61a8c091fc7afc0f318ad1,CL:1000717,Kidney.kidney outer medulla collecting duct intercalated cell,3,20990,0.01
0b6f63f2bd61a8c091fc7afc0f318ad1,CL:1001107,Kidney.kidney loop of Henle thin ascending limb epithelial cell,2,20990,0.01
0b6f63f2bd61a8c091fc7afc0f318ad1,CL:1000850,Kidney.macula densa epithelial cell,2,20990,0.01
0b6f63f2bd61a8c091fc7afc0f318ad1,CL:0000990,Kidney.conventional dendritic cell,1,20990,0.0
0b6f63f2bd61a8c091fc7afc0f318ad1,CL:0000097,Kidney.mast cell,1,20990,0.0
0b6f63f2bd61a8c091fc7afc0f318ad1,CL:0000786,Kidney.plasma cell,1,20990,0.0
173de2e80adf6a73ac8cff5ccce20dfc,CL:1000597,Kidney.papillary tips cell,3046,6988,43.59
173de2e80adf6a73ac8cff5ccce20dfc,CL:4030022,Kidney.renal medullary fibroblast,1250,6988,17.89
173de2e80adf6a73ac8cff5ccce20dfc,CL:0000057,Kidney.kidney interstitial fibroblast,951,6988,13.61
173de2e80adf6a73ac8cff5ccce20dfc,CL:1000768,Kidney.kidney connecting tubule epithelial cell,849,6988,12.15
173de2e80adf6a73ac8cff5ccce20dfc,CL:1000698,Kidney.kidney resident macrophage,249,6988,3.56
173de2e80adf6a73ac8cff5ccce20dfc,CL:1001318,Kidney.renal interstitial pericyte,242,6988,3.46
173de2e80adf6a73ac8cff5ccce20dfc,CL:0000084,Kidney.T cell,92,6988,1.32
173de2e80adf6a73ac8cff5ccce20dfc,CL:0000097,Kidney.mast cell,63,6988,0.9
173de2e80adf6a73ac8cff5ccce20dfc,CL:1001285,Kidney.vasa recta descending limb cell,55,6988,0.79
173de2e80adf6a73ac8cff5ccce20dfc,CL:1001033,Kidney.peritubular capillary endothelial cell,42,6988,0.6
173de2e80adf6a73ac8cff5ccce20dfc,CL:0011031,Kidney.monocyte-derived dendritic cell,38,6988,0.54
173de2e80adf6a73ac8cff5ccce20dfc,CL:1000718,Kidney.kidney inner medulla collecting duct principal cell,17,6988,0.24
173de2e80adf6a73ac8cff5ccce20dfc,CL:0002138,Kidney.endothelial cell of lymphatic vessel,15,6988,0.21
173de2e80adf6a73ac8cff5ccce20dfc,CL:1000412,Kidney.endothelial cell of arteriole,14,6988,0.2
173de2e80adf6a73ac8cff5ccce20dfc,CL:4030009,Kidney.epithelial cell of proximal tubule segment 1,13,6988,0.19
173de2e80adf6a73ac8cff5ccce20dfc,CL:1001131,Kidney.vasa recta ascending limb cell,9,6988,0.13
173de2e80adf6a73ac8cff5ccce20dfc,CL:0000650,Kidney.mesangial cell,7,6988,0.1
173de2e80adf6a73ac8cff5ccce20dfc,CL:1000714,Kidney.kidney cortex collecting duct principal cell,7,6988,0.1
173de2e80adf6a73ac8cff5ccce20dfc,CL:0000990,Kidney.conventional dendritic cell,6,6988,0.09
173de2e80adf6a73ac8cff5ccce20dfc,CL:4030018,Kidney.kidney connecting tubule principal cell,5,6988,0.07
173de2e80adf6a73ac8cff5ccce20dfc,CL:0000875,Kidney.non-classical monocyte,5,6988,0.07
173de2e80adf6a73ac8cff5ccce20dfc,CL:4030012,Kidney.kidney loop of Henle short descending thin limb epithelial cell,3,6988,0.04
173de2e80adf6a73ac8cff5ccce20dfc,CL:0000786,Kidney.plasma cell,3,6988,0.04
173de2e80adf6a73ac8cff5ccce20dfc,CL:0000236,Kidney.B cell,2,6988,0.03
173de2e80adf6a73ac8cff5ccce20dfc,CL:1001005,Kidney.glomerular capillary endothelial cell,2,6988,0.03
173de2e80adf6a73ac8cff5ccce20dfc,CL:0002573,Kidney.Schwann cell,1,6988,0.01
173de2e80adf6a73ac8cff5ccce20dfc,CL:0000653,Kidney.podocyte,1,6988,0.01
173de2e80adf6a73ac8cff5ccce20dfc,CL:1000452,Kidney.parietal epithelial cell,1,6988,0.01
af5741dad7aecf7960a129c3d2ae642a,CL:1001109,Kidney.kidney loop of Henle cortical thick ascending limb epithelial cell,1720,3987,43.14
af5741dad7aecf7960a129c3d2ae642a,CL:1000714,Kidney.kidney cortex collecting duct principal cell,581,3987,14.57
af5741dad7aecf7960a129c3d2ae642a,CL:1000718,Kidney.kidney inner medulla collecting duct principal cell,256,3987,6.42
af5741dad7aecf7960a129c3d2ae642a,CL:1001108,Kidney.kidney loop of Henle medullary thick ascending limb epithelial cell,226,3987,5.67
af5741dad7aecf7960a129c3d2ae642a,CL:4030012,Kidney.kidney loop of Henle short descending thin limb epithelial cell,185,3987,4.64
af5741dad7aecf7960a129c3d2ae642a,CL:4030009,Kidney.epithelial cell of proximal tubule segment 1,143,3987,3.59
af5741dad7aecf7960a129c3d2ae642a,CL:1001285,Kidney.vasa recta descending limb cell,107,3987,2.68
af5741dad7aecf7960a129c3d2ae642a,CL:4030013,Kidney.kidney loop of Henle long descending thin limb outer medulla epithelial cell,99,3987,2.48
af5741dad7aecf7960a129c3d2ae642a,CL:1000717,Kidney.kidney outer medulla collecting duct intercalated cell,92,3987,2.31
af5741dad7aecf7960a129c3d2ae642a,CL:1001033,Kidney.peritubular capillary endothelial cell,87,3987,2.18
af5741dad7aecf7960a129c3d2ae642a,CL:1001131,Kidney.vasa recta ascending limb cell,71,3987,1.78
af5741dad7aecf7960a129c3d2ae642a,CL:4030016,Kidney.epithelial cell of early distal convoluted tubule,57,3987,1.43
af5741dad7aecf7960a129c3d2ae642a,CL:0000653,Kidney.podocyte,53,3987,1.33
af5741dad7aecf7960a129c3d2ae642a,CL:4030022,Kidney.renal medullary fibroblast,52,3987,1.3
af5741dad7aecf7960a129c3d2ae642a,CL:1000715,Kidney.kidney cortex collecting duct intercalated cell,50,3987,1.25
af5741dad7aecf7960a129c3d2ae642a,CL:1000768,Kidney.kidney connecting tubule epithelial cell,39,3987,0.98
af5741dad7aecf7960a129c3d2ae642a,CL:1001005,Kidney.glomerular capillary endothelial cell,31,3987,0.78
af5741dad7aecf7960a129c3d2ae642a,CL:0000057,Kidney.kidney interstitial fibroblast,27,3987,0.68
af5741dad7aecf7960a129c3d2ae642a,CL:0000875,Kidney.non-classical monocyte,25,3987,0.63
af5741dad7aecf7960a129c3d2ae642a,CL:1001318,Kidney.renal interstitial pericyte,21,3987,0.53
af5741dad7aecf7960a129c3d2ae642a,CL:4030014,Kidney.kidney loop of Henle long descending thin limb inner medulla epithelial cell,18,3987,0.45
af5741dad7aecf7960a129c3d2ae642a,CL:4030011,Kidney.epithelial cell of proximal tubule segment 3,17,3987,0.43
af5741dad7aecf7960a129c3d2ae642a,CL:1000716,Kidney.kidney outer medulla collecting duct principal cell,5,3987,0.13
af5741dad7aecf7960a129c3d2ae642a,CL:1000850,Kidney.macula densa epithelial cell,4,3987,0.1
af5741dad7aecf7960a129c3d2ae642a,CL:0000650,Kidney.mesangial cell,4,3987,0.1
af5741dad7aecf7960a129c3d2ae642a,CL:0002138,Kidney.endothelial cell of lymphatic vessel,4,3987,0.1
af5741dad7aecf7960a129c3d2ae642a,CL:1000452,Kidney.parietal epithelial cell,3,3987,0.08
af5741dad7aecf7960a129c3d2ae642a,CL:1001107,Kidney.kidney loop of Henle thin ascending limb epithelial cell,3,3987,0.08
af5741dad7aecf7960a129c3d2ae642a,CL:1000698,Kidney.kidney resident macrophage,2,3987,0.05
af5741dad7aecf7960a129c3d2ae642a,CL:0000236,Kidney.B cell,1,3987,0.03
af5741dad7aecf7960a129c3d2ae642a,CL:0000084,Kidney.T cell,1,3987,0.03
af5741dad7aecf7960a129c3d2ae642a,CL:4030018,Kidney.kidney connecting tubule principal cell,1,3987,0.03
af5741dad7aecf7960a129c3d2ae642a,CL:0000814,Kidney.mature NK T cell,1,3987,0.03
af5741dad7aecf7960a129c3d2ae642a,CL:0002201,Kidney.renal beta-intercalated cell,1,3987,0.03
224e01ccfc20977ee5a6a6a5b96aa7d7,CL:0002131,Heart.regular ventricular cardiac myocyte,4047,4826,83.86
224e01ccfc20977ee5a6a6a5b96aa7d7,CL:0000057,Heart.fibroblast,424,4826,8.79
224e01ccfc20977ee5a6a6a5b96aa7d7,CL:0002144,Heart.capillary endothelial cell,117,4826,2.42
224e01ccfc20977ee5a6a6a5b96aa7d7,CL:0000235,Heart.macrophage,80,4826,1.66
224e01ccfc20977ee5a6a6a5b96aa7d7,CL:0000669,Heart.pericyte,42,4826,0.87
224e01ccfc20977ee5a6a6a5b96aa7d7,CL:0002138,Heart.endothelial cell of lymphatic vessel,30,4826,0.62
224e01ccfc20977ee5a6a6a5b96aa7d7,CL:0000763,Heart.myeloid cell,25,4826,0.52
224e01ccfc20977ee5a6a6a5b96aa7d7,CL:0002573,Heart.Schwann cell,15,4826,0.31
224e01ccfc20977ee5a6a6a5b96aa7d7,CL:0000236,Heart.B cell,11,4826,0.23
224e01ccfc20977ee5a6a6a5b96aa7d7,CL:1000413,Heart.endothelial cell of artery,11,4826,0.23
224e01ccfc20977ee5a6a6a5b96aa7d7,CL:0000623,Heart.natural killer cell,9,4826,0.19
224e01ccfc20977ee5a6a6a5b96aa7d7,CL:0000192,Heart.smooth muscle cell,6,4826,0.12
224e01ccfc20977ee5a6a6a5b96aa7d7,CL:0000136,Heart.fat cell,4,4826,0.08
224e01ccfc20977ee5a6a6a5b96aa7d7,CL:1000414,Heart.endothelial cell of venule,3,4826,0.06
224e01ccfc20977ee5a6a6a5b96aa7d7,CL:0000077,Heart.mesothelial cell,1,4826,0.02
224e01ccfc20977ee5a6a6a5b96aa7d7,CL:0002129,Heart.regular atrial cardiac myocyte,1,4826,0.02
a48ab0bf5d8084da24859c4e64336e9c,CL:0002131,Heart.regular ventricular cardiac myocyte,1916,3208,59.73
a48ab0bf5d8084da24859c4e64336e9c,CL:0002144,Heart.capillary endothelial cell,374,3208,11.66
a48ab0bf5d8084da24859c4e64336e9c,CL:0000057,Heart.fibroblast,309,3208,9.63
a48ab0bf5d8084da24859c4e64336e9c,CL:0000669,Heart.pericyte,159,3208,4.96
a48ab0bf5d8084da24859c4e64336e9c,CL:1000413,Heart.endothelial cell of artery,76,3208,2.37
a48ab0bf5d8084da24859c4e64336e9c,CL:0000236,Heart.B cell,75,3208,2.34
a48ab0bf5d8084da24859c4e64336e9c,CL:1000414,Heart.endothelial cell of venule,74,3208,2.31
a48ab0bf5d8084da24859c4e64336e9c,CL:0000192,Heart.smooth muscle cell,61,3208,1.9
a48ab0bf5d8084da24859c4e64336e9c,CL:0000235,Heart.macrophage,61,3208,1.9
a48ab0bf5d8084da24859c4e64336e9c,CL:0000763,Heart.myeloid cell,33,3208,1.03
a48ab0bf5d8084da24859c4e64336e9c,CL:0000084,Heart.T cell,30,3208,0.94
a48ab0bf5d8084da24859c4e64336e9c,CL:0002350,Heart.endocardial cell,16,3208,0.5
a48ab0bf5d8084da24859c4e64336e9c,CL:0002573,Heart.Schwann cell,8,3208,0.25
a48ab0bf5d8084da24859c4e64336e9c,CL:0002138,Heart.endothelial cell of lymphatic vessel,8,3208,0.25
a48ab0bf5d8084da24859c4e64336e9c,CL:0000623,Heart.natural killer cell,3,3208,0.09
a48ab0bf5d8084da24859c4e64336e9c,CL:0000077,Heart.mesothelial cell,2,3208,0.06
a48ab0bf5d8084da24859c4e64336e9c,CL:0000097,Heart.mast cell,2,3208,0.06
a48ab0bf5d8084da24859c4e64336e9c,CL:0000136,Heart.fat cell,1,3208,0.03
33b9c54d7c295897826e1e5271d4fc24,CL:0002131,Heart.regular ventricular cardiac myocyte,649,736,88.18
33b9c54d7c295897826e1e5271d4fc24,CL:0000057,Heart.fibroblast,53,736,7.2
33b9c54d7c295897826e1e5271d4fc24,CL:0002144,Heart.capillary endothelial cell,18,736,2.45
33b9c54d7c295897826e1e5271d4fc24,CL:0002350,Heart.endocardial cell,9,736,1.22
33b9c54d7c295897826e1e5271d4fc24,CL:0000235,Heart.macrophage,5,736,0.68
33b9c54d7c295897826e1e5271d4fc24,CL:0000077,Heart.mesothelial cell,2,736,0.27
35e9bf0f58152ceb6f4d01052ac8867d,CL:0000057,Heart.fibroblast,1157,3227,35.85
35e9bf0f58152ceb6f4d01052ac8867d,CL:0000763,Heart.myeloid cell,419,3227,12.98
35e9bf0f58152ceb6f4d01052ac8867d,CL:0000235,Heart.macrophage,369,3227,11.43
35e9bf0f58152ceb6f4d01052ac8867d,CL:0002131,Heart.regular ventricular cardiac myocyte,296,3227,9.17
35e9bf0f58152ceb6f4d01052ac8867d,CL:0000236,Heart.B cell,269,3227,8.34
35e9bf0f58152ceb6f4d01052ac8867d,CL:0002144,Heart.capillary endothelial cell,246,3227,7.62
35e9bf0f58152ceb6f4d01052ac8867d,CL:0000669,Heart.pericyte,168,3227,5.21
35e9bf0f58152ceb6f4d01052ac8867d,CL:0000623,Heart.natural killer cell,85,3227,2.63
35e9bf0f58152ceb6f4d01052ac8867d,CL:1000413,Heart.endothelial cell of artery,64,3227,1.98
35e9bf0f58152ceb6f4d01052ac8867d,CL:1000414,Heart.endothelial cell of venule,50,3227,1.55
35e9bf0f58152ceb6f4d01052ac8867d,CL:0000084,Heart.T cell,28,3227,0.87
35e9bf0f58152ceb6f4d01052ac8867d,CL:0002350,Heart.endocardial cell,20,3227,0.62
35e9bf0f58152ceb6f4d01052ac8867d,CL:0002573,Heart.Schwann cell,17,3227,0.53
35e9bf0f58152ceb6f4d01052ac8867d,CL:0000192,Heart.smooth muscle cell,13,3227,0.4
35e9bf0f58152ceb6f4d01052ac8867d,CL:0000077,Heart.mesothelial cell,9,3227,0.28
35e9bf0f58152ceb6f4d01052ac8867d,CL:0000097,Heart.mast cell,6,3227,0.19
35e9bf0f58152ceb6f4d01052ac8867d,CL:0002138,Heart.endothelial cell of lymphatic vessel,5,3227,0.15
35e9bf0f58152ceb6f4d01052ac8867d,CL:0000136,Heart.fat cell,4,3227,0.12
35e9bf0f58152ceb6f4d01052ac8867d,CL:0000115,Heart.endothelial cell,1,3227,0.03
35e9bf0f58152ceb6f4d01052ac8867d,CL:0002129,Heart.regular atrial cardiac myocyte,1,3227,0.03
17f67cb15e59f65e640d85d2f3866cde,CL:0000057,Heart.fibroblast,2362,5735,41.19
17f67cb15e59f65e640d85d2f3866cde,CL:0002131,Heart.regular ventricular cardiac myocyte,755,5735,13.16
17f67cb15e59f65e640d85d2f3866cde,CL:0000235,Heart.macrophage,443,5735,7.72
17f67cb15e59f65e640d85d2f3866cde,CL:0000236,Heart.B cell,427,5735,7.45
17f67cb15e59f65e640d85d2f3866cde,CL:0000763,Heart.myeloid cell,420,5735,7.32
17f67cb15e59f65e640d85d2f3866cde,CL:0002144,Heart.capillary endothelial cell,325,5735,5.67
17f67cb15e59f65e640d85d2f3866cde,CL:0002350,Heart.endocardial cell,234,5735,4.08
17f67cb15e59f65e640d85d2f3866cde,CL:0000669,Heart.pericyte,164,5735,2.86
17f67cb15e59f65e640d85d2f3866cde,CL:0000623,Heart.natural killer cell,155,5735,2.7
17f67cb15e59f65e640d85d2f3866cde,CL:1000414,Heart.endothelial cell of venule,151,5735,2.63
17f67cb15e59f65e640d85d2f3866cde,CL:0000084,Heart.T cell,77,5735,1.34
17f67cb15e59f65e640d85d2f3866cde,CL:0002138,Heart.endothelial cell of lymphatic vessel,69,5735,1.2
17f67cb15e59f65e640d85d2f3866cde,CL:1000413,Heart.endothelial cell of artery,47,5735,0.82
17f67cb15e59f65e640d85d2f3866cde,CL:0000097,Heart.mast cell,31,5735,0.54
17f67cb15e59f65e640d85d2f3866cde,CL:0002573,Heart.Schwann cell,30,5735,0.52
17f67cb15e59f65e640d85d2f3866cde,CL:0000192,Heart.smooth muscle cell,20,5735,0.35
17f67cb15e59f65e640d85d2f3866cde,CL:0000077,Heart.mesothelial cell,11,5735,0.19
17f67cb15e59f65e640d85d2f3866cde,CL:0000136,Heart.fat cell,8,5735,0.14
17f67cb15e59f65e640d85d2f3866cde,CL:0000115,Heart.endothelial cell,5,5735,0.09
17f67cb15e59f65e640d85d2f3866cde,,Heart.innate lymphoid cell,1,5735,0.02
007f3dfaaa287d5c7c227651f61a9c5b,CL:0000057,Heart.fibroblast,1868,4642,40.24
007f3dfaaa287d5c7c227651f61a9c5b,CL:0000235,Heart.macrophage,621,4642,13.38
007f3dfaaa287d5c7c227651f61a9c5b,CL:0002131,Heart.regular ventricular cardiac myocyte,532,4642,11.46
007f3dfaaa287d5c7c227651f61a9c5b,CL:0002144,Heart.capillary endothelial cell,310,4642,6.68
007f3dfaaa287d5c7c227651f61a9c5b,CL:0000763,Heart.myeloid cell,273,4642,5.88
007f3dfaaa287d5c7c227651f61a9c5b,CL:0000669,Heart.pericyte,185,4642,3.99
007f3dfaaa287d5c7c227651f61a9c5b,CL:0000236,Heart.B cell,163,4642,3.51
007f3dfaaa287d5c7c227651f61a9c5b,CL:0002350,Heart.endocardial cell,158,4642,3.4
007f3dfaaa287d5c7c227651f61a9c5b,CL:0000623,Heart.natural killer cell,135,4642,2.91
007f3dfaaa287d5c7c227651f61a9c5b,CL:1000414,Heart.endothelial cell of venule,134,4642,2.89
007f3dfaaa287d5c7c227651f61a9c5b,CL:0000084,Heart.T cell,127,4642,2.74
007f3dfaaa287d5c7c227651f61a9c5b,CL:1000413,Heart.endothelial cell of artery,36,4642,0.78
007f3dfaaa287d5c7c227651f61a9c5b,CL:0002573,Heart.Schwann cell,24,4642,0.52
007f3dfaaa287d5c7c227651f61a9c5b,CL:0000077,Heart.mesothelial cell,23,4642,0.5
007f3dfaaa287d5c7c227651f61a9c5b,CL:0000097,Heart.mast cell,22,4642,0.47
007f3dfaaa287d5c7c227651f61a9c5b,CL:0002138,Heart.endothelial cell of lymphatic vessel,12,4642,0.26
007f3dfaaa287d5c7c227651f61a9c5b,CL:0000192,Heart.smooth muscle cell,12,4642,0.26
007f3dfaaa287d5c7c227651f61a9c5b,CL:0000136,Heart.fat cell,7,4642,0.15
7d70a4deb9e2f0592f0c56e20ca91169,CL:0000057,Heart.fibroblast,2753,6429,42.82
7d70a4deb9e2f0592f0c56e20ca91169,CL:0000763,Heart.myeloid cell,955,6429,14.85
7d70a4deb9e2f0592f0c56e20ca91169,CL:0000235,Heart.macrophage,760,6429,11.82
7d70a4deb9e2f0592f0c56e20ca91169,CL:0002131,Heart.regular ventricular cardiac myocyte,723,6429,11.25
7d70a4deb9e2f0592f0c56e20ca91169,CL:0002144,Heart.capillary endothelial cell,308,6429,4.79
7d70a4deb9e2f0592f0c56e20ca91169,CL:0000623,Heart.natural killer cell,179,6429,2.78
7d70a4deb9e2f0592f0c56e20ca91169,CL:0000669,Heart.pericyte,176,6429,2.74
7d70a4deb9e2f0592f0c56e20ca91169,CL:0000236,Heart.B cell,157,6429,2.44
7d70a4deb9e2f0592f0c56e20ca91169,CL:1000414,Heart.endothelial cell of venule,127,6429,1.98
7d70a4deb9e2f0592f0c56e20ca91169,CL:0000084,Heart.T cell,104,6429,1.62
7d70a4deb9e2f0592f0c56e20ca91169,CL:1000413,Heart.endothelial cell of artery,56,6429,0.87
7d70a4deb9e2f0592f0c56e20ca91169,CL:0002138,Heart.endothelial cell of lymphatic vessel,39,6429,0.61
7d70a4deb9e2f0592f0c56e20ca91169,CL:0000077,Heart.mesothelial cell,26,6429,0.4
7d70a4deb9e2f0592f0c56e20ca91169,CL:0000097,Heart.mast cell,21,6429,0.33
7d70a4deb9e2f0592f0c56e20ca91169,CL:0002573,Heart.Schwann cell,16,6429,0.25
7d70a4deb9e2f0592f0c56e20ca91169,CL:0000192,Heart.smooth muscle cell,13,6429,0.2
7d70a4deb9e2f0592f0c56e20ca91169,CL:0002350,Heart.endocardial cell,12,6429,0.19
7d70a4deb9e2f0592f0c56e20ca91169,CL:0000136,Heart.fat cell,2,6429,0.03
7d70a4deb9e2f0592f0c56e20ca91169,CL:0000115,Heart.endothelial cell,1,6429,0.02
7d70a4deb9e2f0592f0c56e20ca91169,CL:0002129,Heart.regular atrial cardiac myocyte,1,6429,0.02
22684b9011fc5aea5cb3f89670a461e8,CL:0000057,Heart.fibroblast,1599,4941,32.36
22684b9011fc5aea5cb3f89670a461e8,CL:0002131,Heart.regular ventricular cardiac myocyte,1202,4941,24.33
22684b9011fc5aea5cb3f89670a461e8,CL:0000235,Heart.macrophage,540,4941,10.93
22684b9011fc5aea5cb3f89670a461e8,CL:0000763,Heart.myeloid cell,378,4941,7.65
22684b9011fc5aea5cb3f89670a461e8,CL:0000236,Heart.B cell,275,4941,5.57
22684b9011fc5aea5cb3f89670a461e8,CL:0002144,Heart.capillary endothelial cell,269,4941,5.44
22684b9011fc5aea5cb3f89670a461e8,CL:0002350,Heart.endocardial cell,219,4941,4.43
22684b9011fc5aea5cb3f89670a461e8,CL:0000669,Heart.pericyte,178,4941,3.6
22684b9011fc5aea5cb3f89670a461e8,CL:1000414,Heart.endothelial cell of venule,77,4941,1.56
22684b9011fc5aea5cb3f89670a461e8,CL:0000084,Heart.T cell,48,4941,0.97
22684b9011fc5aea5cb3f89670a461e8,CL:1000413,Heart.endothelial cell of artery,39,4941,0.79
22684b9011fc5aea5cb3f89670a461e8,CL:0000623,Heart.natural killer cell,37,4941,0.75
22684b9011fc5aea5cb3f89670a461e8,CL:0000136,Heart.fat cell,24,4941,0.49
22684b9011fc5aea5cb3f89670a461e8,CL:0002573,Heart.Schwann cell,21,4941,0.43
22684b9011fc5aea5cb3f89670a461e8,CL:0000192,Heart.smooth muscle cell,15,4941,0.3
22684b9011fc5aea5cb3f89670a461e8,CL:0000077,Heart.mesothelial cell,11,4941,0.22
22684b9011fc5aea5cb3f89670a461e8,CL:0000097,Heart.mast cell,5,4941,0.1
22684b9011fc5aea5cb3f89670a461e8,CL:0002138,Heart.endothelial cell of lymphatic vessel,4,4941,0.08
c616de3ce57804ede2dd519a1c8addf2,CL:0000057,Heart.fibroblast,1703,5286,32.22
c616de3ce57804ede2dd519a1c8addf2,CL:0002131,Heart.regular ventricular cardiac myocyte,913,5286,17.27
c616de3ce57804ede2dd519a1c8addf2,CL:0000235,Heart.macrophage,720,5286,13.62
c616de3ce57804ede2dd519a1c8addf2,CL:0000763,Heart.myeloid cell,353,5286,6.68
c616de3ce57804ede2dd519a1c8addf2,CL:0000236,Heart.B cell,327,5286,6.19
c616de3ce57804ede2dd519a1c8addf2,CL:0002144,Heart.capillary endothelial cell,302,5286,5.71
c616de3ce57804ede2dd519a1c8addf2,CL:0002350,Heart.endocardial cell,215,5286,4.07
c616de3ce57804ede2dd519a1c8addf2,CL:0000077,Heart.mesothelial cell,188,5286,3.56
c616de3ce57804ede2dd519a1c8addf2,CL:0000623,Heart.natural killer cell,167,5286,3.16
c616de3ce57804ede2dd519a1c8addf2,CL:0000669,Heart.pericyte,137,5286,2.59
c616de3ce57804ede2dd519a1c8addf2,CL:0000084,Heart.T cell,72,5286,1.36
c616de3ce57804ede2dd519a1c8addf2,CL:1000414,Heart.endothelial cell of venule,72,5286,1.36
c616de3ce57804ede2dd519a1c8addf2,CL:1000413,Heart.endothelial cell of artery,32,5286,0.61
c616de3ce57804ede2dd519a1c8addf2,CL:0002573,Heart.Schwann cell,28,5286,0.53
c616de3ce57804ede2dd519a1c8addf2,CL:0000097,Heart.mast cell,23,5286,0.44
c616de3ce57804ede2dd519a1c8addf2,CL:0002138,Heart.endothelial cell of lymphatic vessel,12,5286,0.23
c616de3ce57804ede2dd519a1c8addf2,CL:0000192,Heart.smooth muscle cell,11,5286,0.21
c616de3ce57804ede2dd519a1c8addf2,CL:0002129,Heart.regular atrial cardiac myocyte,7,5286,0.13
c616de3ce57804ede2dd519a1c8addf2,CL:0000136,Heart.fat cell,4,5286,0.08
149e1be22a4961f9c6240480710836a3,CL:1001109,Kidney.kidney loop of Henle cortical thick ascending limb epithelial cell,8257,50501,16.35
149e1be22a4961f9c6240480710836a3,CL:4030016,Kidney.epithelial cell of early distal convoluted tubule,5335,50501,10.56
149e1be22a4961f9c6240480710836a3,CL:1000718,Kidney.kidney inner medulla collecting duct principal cell,4351,50501,8.62
149e1be22a4961f9c6240480710836a3,CL:4030013,Kidney.kidney loop of Henle long descending thin limb outer medulla epithelial cell,3595,50501,7.12
149e1be22a4961f9c6240480710836a3,CL:1000714,Kidney.kidney cortex collecting duct principal cell,3257,50501,6.45
149e1be22a4961f9c6240480710836a3,CL:1000768,Kidney.kidney connecting tubule epithelial cell,2599,50501,5.15
149e1be22a4961f9c6240480710836a3,CL:1001108,Kidney.kidney loop of Henle medullary thick ascending limb epithelial cell,2462,50501,4.88
149e1be22a4961f9c6240480710836a3,CL:4030011,Kidney.epithelial cell of proximal tubule segment 3,2376,50501,4.7
149e1be22a4961f9c6240480710836a3,CL:4030009,Kidney.epithelial cell of proximal tubule segment 1,2165,50501,4.29
149e1be22a4961f9c6240480710836a3,CL:1000715,Kidney.kidney cortex collecting duct intercalated cell,1939,50501,3.84
149e1be22a4961f9c6240480710836a3,CL:4030012,Kidney.kidney loop of Henle short descending thin limb epithelial cell,1877,50501,3.72
149e1be22a4961f9c6240480710836a3,CL:1001107,Kidney.kidney loop of Henle thin ascending limb epithelial cell,1799,50501,3.56
149e1be22a4961f9c6240480710836a3,CL:1000716,Kidney.kidney outer medulla collecting duct principal cell,1482,50501,2.93
149e1be22a4961f9c6240480710836a3,CL:0000057,Kidney.kidney interstitial fibroblast,1478,50501,2.93
149e1be22a4961f9c6240480710836a3,CL:1000717,Kidney.kidney outer medulla collecting duct intercalated cell,1257,50501,2.49
149e1be22a4961f9c6240480710836a3,CL:1000850,Kidney.macula densa epithelial cell,1051,50501,2.08
149e1be22a4961f9c6240480710836a3,CL:1001033,Kidney.peritubular capillary endothelial cell,966,50501,1.91
149e1be22a4961f9c6240480710836a3,CL:4030022,Kidney.renal medullary fibroblast,726,50501,1.44
149e1be22a4961f9c6240480710836a3,CL:4030014,Kidney.kidney loop of Henle long descending thin limb inner medulla epithelial cell,510,50501,1.01
149e1be22a4961f9c6240480710836a3,CL:1000452,Kidney.parietal epithelial cell,503,50501,1.0
149e1be22a4961f9c6240480710836a3,CL:0000653,Kidney.podocyte,384,50501,0.76
149e1be22a4961f9c6240480710836a3,CL:0000650,Kidney.mesangial cell,372,50501,0.74
149e1be22a4961f9c6240480710836a3,CL:1001285,Kidney.vasa recta descending limb cell,333,50501,0.66
149e1be22a4961f9c6240480710836a3,CL:0002201,Kidney.renal beta-intercalated cell,304,50501,0.6
149e1be22a4961f9c6240480710836a3,CL:1001318,Kidney.renal interstitial pericyte,258,50501,0.51
149e1be22a4961f9c6240480710836a3,CL:1001005,Kidney.glomerular capillary endothelial cell,239,50501,0.47
149e1be22a4961f9c6240480710836a3,CL:1000698,Kidney.kidney resident macrophage,149,50501,0.3
149e1be22a4961f9c6240480710836a3,CL:1001131,Kidney.vasa recta ascending limb cell,131,50501,0.26
149e1be22a4961f9c6240480710836a3,CL:4030018,Kidney.kidney connecting tubule principal cell,120,50501,0.24
149e1be22a4961f9c6240480710836a3,CL:4030010,Kidney.epithelial cell of proximal tubule segment 2,47,50501,0.09
149e1be22a4961f9c6240480710836a3,CL:1000412,Kidney.endothelial cell of arteriole,46,50501,0.09
149e1be22a4961f9c6240480710836a3,CL:0011031,Kidney.monocyte-derived dendritic cell,45,50501,0.09
149e1be22a4961f9c6240480710836a3,CL:4030017,Kidney.epithelial cell of late distal convoluted tubule,28,50501,0.06
149e1be22a4961f9c6240480710836a3,CL:0000236,Kidney.B cell,27,50501,0.05
149e1be22a4961f9c6240480710836a3,CL:0000084,Kidney.T cell,10,50501,0.02
149e1be22a4961f9c6240480710836a3,CL:0000875,Kidney.non-classical monocyte,8,50501,0.02
