dataset_uuid,Cell Ontology ID,Cell Type,Count,Total Count,Percentage
79f8c7ec1b200dfe5b46d0bcfec02bd7,CL:0002201,Kidney.renal beta-intercalated cell,85,20959,0.41
79f8c7ec1b200dfe5b46d0bcfec02bd7,CL:1001005,Kidney.glomerular capillary endothelial cell,66,20959,0.31
79f8c7ec1b200dfe5b46d0bcfec02bd7,CL:0000990,Kidney.conventional dendritic cell,59,20959,0.28
79f8c7ec1b200dfe5b46d0bcfec02bd7,CL:1000698,Kidney.kidney resident macrophage,46,20959,0.22
79f8c7ec1b200dfe5b46d0bcfec02bd7,CL:1000412,Kidney.endothelial cell of arteriole,42,20959,0.2
79f8c7ec1b200dfe5b46d0bcfec02bd7,CL:4030018,Kidney.kidney connecting tubule principal cell,31,20959,0.15
79f8c7ec1b200dfe5b46d0bcfec02bd7,CL:0000236,Kidney.B cell,21,20959,0.1
79f8c7ec1b200dfe5b46d0bcfec02bd7,CL:1000452,Kidney.parietal epithelial cell,19,20959,0.09
79f8c7ec1b200dfe5b46d0bcfec02bd7,CL:1000716,Kidney.kidney outer medulla collecting duct principal cell,19,20959,0.09
79f8c7ec1b200dfe5b46d0bcfec02bd7,CL:0000786,Kidney.plasma cell,17,20959,0.08
79f8c7ec1b200dfe5b46d0bcfec02bd7,CL:4030014,Kidney.kidney loop of Henle long descending thin limb inner medulla epithelial cell,17,20959,0.08
79f8c7ec1b200dfe5b46d0bcfec02bd7,CL:1000850,Kidney.macula densa epithelial cell,11,20959,0.05
79f8c7ec1b200dfe5b46d0bcfec02bd7,CL:0000650,Kidney.mesangial cell,10,20959,0.05
79f8c7ec1b200dfe5b46d0bcfec02bd7,CL:4030009,Kidney.epithelial cell of proximal tubule segment 1,8,20959,0.04
79f8c7ec1b200dfe5b46d0bcfec02bd7,CL:0000113,Kidney.mononuclear phagocyte,8,20959,0.04
79f8c7ec1b200dfe5b46d0bcfec02bd7,CL:0002138,Kidney.endothelial cell of lymphatic vessel,3,20959,0.01
79f8c7ec1b200dfe5b46d0bcfec02bd7,CL:0000875,Kidney.non-classical monocyte,1,20959,0.0
79f8c7ec1b200dfe5b46d0bcfec02bd7,CL:0000097,Kidney.mast cell,1,20959,0.0
55452bd302046918eaeeffa62c5b5f03,CL:1001109,Kidney.kidney loop of Henle cortical thick ascending limb epithelial cell,4035,18241,22.12
55452bd302046918eaeeffa62c5b5f03,CL:1001108,Kidney.kidney loop of Henle medullary thick ascending limb epithelial cell,2862,18241,15.69
55452bd302046918eaeeffa62c5b5f03,CL:1000714,Kidney.kidney cortex collecting duct principal cell,1969,18241,10.79
55452bd302046918eaeeffa62c5b5f03,CL:4030022,Kidney.renal medullary fibroblast,1646,18241,9.02
55452bd302046918eaeeffa62c5b5f03,CL:4030012,Kidney.kidney loop of Henle short descending thin limb epithelial cell,1337,18241,7.33
55452bd302046918eaeeffa62c5b5f03,CL:0000057,Kidney.kidney interstitial fibroblast,1250,18241,6.85
55452bd302046918eaeeffa62c5b5f03,CL:1001285,Kidney.vasa recta descending limb cell,786,18241,4.31
55452bd302046918eaeeffa62c5b5f03,CL:1001318,Kidney.renal interstitial pericyte,723,18241,3.96
55452bd302046918eaeeffa62c5b5f03,CL:1000768,Kidney.kidney connecting tubule epithelial cell,671,18241,3.68
55452bd302046918eaeeffa62c5b5f03,CL:1000717,Kidney.kidney outer medulla collecting duct intercalated cell,462,18241,2.53
55452bd302046918eaeeffa62c5b5f03,CL:1000718,Kidney.kidney inner medulla collecting duct principal cell,353,18241,1.94
55452bd302046918eaeeffa62c5b5f03,CL:4030016,Kidney.epithelial cell of early distal convoluted tubule,329,18241,1.8
55452bd302046918eaeeffa62c5b5f03,CL:1001107,Kidney.kidney loop of Henle thin ascending limb epithelial cell,279,18241,1.53
55452bd302046918eaeeffa62c5b5f03,CL:1001005,Kidney.glomerular capillary endothelial cell,248,18241,1.36
55452bd302046918eaeeffa62c5b5f03,CL:1001131,Kidney.vasa recta ascending limb cell,226,18241,1.24
55452bd302046918eaeeffa62c5b5f03,CL:1001033,Kidney.peritubular capillary endothelial cell,183,18241,1.0
55452bd302046918eaeeffa62c5b5f03,CL:0011031,Kidney.monocyte-derived dendritic cell,123,18241,0.67
55452bd302046918eaeeffa62c5b5f03,CL:0002201,Kidney.renal beta-intercalated cell,123,18241,0.67
55452bd302046918eaeeffa62c5b5f03,CL:1000597,Kidney.papillary tips cell,110,18241,0.6
55452bd302046918eaeeffa62c5b5f03,CL:0000084,Kidney.T cell,97,18241,0.53
55452bd302046918eaeeffa62c5b5f03,CL:4030014,Kidney.kidney loop of Henle long descending thin limb inner medulla epithelial cell,79,18241,0.43
55452bd302046918eaeeffa62c5b5f03,CL:4030013,Kidney.kidney loop of Henle long descending thin limb outer medulla epithelial cell,60,18241,0.33
55452bd302046918eaeeffa62c5b5f03,CL:0000990,Kidney.conventional dendritic cell,52,18241,0.29
55452bd302046918eaeeffa62c5b5f03,CL:1000698,Kidney.kidney resident macrophage,43,18241,0.24
55452bd302046918eaeeffa62c5b5f03,CL:1000452,Kidney.parietal epithelial cell,35,18241,0.19
55452bd302046918eaeeffa62c5b5f03,CL:4030018,Kidney.kidney connecting tubule principal cell,33,18241,0.18
55452bd302046918eaeeffa62c5b5f03,CL:1000412,Kidney.endothelial cell of arteriole,25,18241,0.14
55452bd302046918eaeeffa62c5b5f03,CL:1000716,Kidney.kidney outer medulla collecting duct principal cell,22,18241,0.12
55452bd302046918eaeeffa62c5b5f03,CL:0000650,Kidney.mesangial cell,18,18241,0.1
55452bd302046918eaeeffa62c5b5f03,CL:0000236,Kidney.B cell,12,18241,0.07
55452bd302046918eaeeffa62c5b5f03,CL:1000850,Kidney.macula densa epithelial cell,12,18241,0.07
55452bd302046918eaeeffa62c5b5f03,CL:0000653,Kidney.podocyte,12,18241,0.07
55452bd302046918eaeeffa62c5b5f03,CL:1000715,Kidney.kidney cortex collecting duct intercalated cell,9,18241,0.05
55452bd302046918eaeeffa62c5b5f03,CL:4030011,Kidney.epithelial cell of proximal tubule segment 3,8,18241,0.04
55452bd302046918eaeeffa62c5b5f03,CL:0002138,Kidney.endothelial cell of lymphatic vessel,3,18241,0.02
55452bd302046918eaeeffa62c5b5f03,CL:4030017,Kidney.epithelial cell of late distal convoluted tubule,2,18241,0.01
55452bd302046918eaeeffa62c5b5f03,CL:0000875,Kidney.non-classical monocyte,2,18241,0.01
55452bd302046918eaeeffa62c5b5f03,CL:0000648,Kidney.kidney granular cell,1,18241,0.01
55452bd302046918eaeeffa62c5b5f03,CL:0000775,Kidney.neutrophil,1,18241,0.01
32b783576b6c88fec03f5e5988e3effa,CL:1001109,Kidney.kidney loop of Henle cortical thick ascending limb epithelial cell,5300,19841,26.71
32b783576b6c88fec03f5e5988e3effa,CL:1001108,Kidney.kidney loop of Henle medullary thick ascending limb epithelial cell,2821,19841,14.22
32b783576b6c88fec03f5e5988e3effa,CL:4030022,Kidney.renal medullary fibroblast,2455,19841,12.37
32b783576b6c88fec03f5e5988e3effa,CL:1000714,Kidney.kidney cortex collecting duct principal cell,2216,19841,11.17
32b783576b6c88fec03f5e5988e3effa,CL:4030012,Kidney.kidney loop of Henle short descending thin limb epithelial cell,1502,19841,7.57
32b783576b6c88fec03f5e5988e3effa,CL:0000057,Kidney.kidney interstitial fibroblast,1293,19841,6.52
32b783576b6c88fec03f5e5988e3effa,CL:1000768,Kidney.kidney connecting tubule epithelial cell,461,19841,2.32
32b783576b6c88fec03f5e5988e3effa,CL:1001285,Kidney.vasa recta descending limb cell,422,19841,2.13
32b783576b6c88fec03f5e5988e3effa,CL:4030016,Kidney.epithelial cell of early distal convoluted tubule,408,19841,2.06
32b783576b6c88fec03f5e5988e3effa,CL:1000717,Kidney.kidney outer medulla collecting duct intercalated cell,401,19841,2.02
32b783576b6c88fec03f5e5988e3effa,CL:1001107,Kidney.kidney loop of Henle thin ascending limb epithelial cell,342,19841,1.72
32b783576b6c88fec03f5e5988e3effa,CL:1000718,Kidney.kidney inner medulla collecting duct principal cell,329,19841,1.66
32b783576b6c88fec03f5e5988e3effa,CL:1001131,Kidney.vasa recta ascending limb cell,278,19841,1.4
32b783576b6c88fec03f5e5988e3effa,CL:1001318,Kidney.renal interstitial pericyte,216,19841,1.09
32b783576b6c88fec03f5e5988e3effa,CL:0002201,Kidney.renal beta-intercalated cell,157,19841,0.79
32b783576b6c88fec03f5e5988e3effa,CL:4030014,Kidney.kidney loop of Henle long descending thin limb inner medulla epithelial cell,147,19841,0.74
32b783576b6c88fec03f5e5988e3effa,CL:1001033,Kidney.peritubular capillary endothelial cell,146,19841,0.74
32b783576b6c88fec03f5e5988e3effa,CL:4030018,Kidney.kidney connecting tubule principal cell,146,19841,0.74
32b783576b6c88fec03f5e5988e3effa,CL:0011031,Kidney.monocyte-derived dendritic cell,126,19841,0.64
32b783576b6c88fec03f5e5988e3effa,CL:1000716,Kidney.kidney outer medulla collecting duct principal cell,84,19841,0.42
32b783576b6c88fec03f5e5988e3effa,CL:4030013,Kidney.kidney loop of Henle long descending thin limb outer medulla epithelial cell,77,19841,0.39
32b783576b6c88fec03f5e5988e3effa,CL:0000650,Kidney.mesangial cell,76,19841,0.38
32b783576b6c88fec03f5e5988e3effa,CL:1000412,Kidney.endothelial cell of arteriole,72,19841,0.36
32b783576b6c88fec03f5e5988e3effa,CL:1000597,Kidney.papillary tips cell,67,19841,0.34
32b783576b6c88fec03f5e5988e3effa,CL:1001005,Kidney.glomerular capillary endothelial cell,54,19841,0.27
32b783576b6c88fec03f5e5988e3effa,CL:0000084,Kidney.T cell,52,19841,0.26
32b783576b6c88fec03f5e5988e3effa,CL:1000698,Kidney.kidney resident macrophage,46,19841,0.23
32b783576b6c88fec03f5e5988e3effa,CL:0000990,Kidney.conventional dendritic cell,42,19841,0.21
32b783576b6c88fec03f5e5988e3effa,CL:0000653,Kidney.podocyte,38,19841,0.19
32b783576b6c88fec03f5e5988e3effa,CL:1000452,Kidney.parietal epithelial cell,24,19841,0.12
32b783576b6c88fec03f5e5988e3effa,CL:1000850,Kidney.macula densa epithelial cell,15,19841,0.08
32b783576b6c88fec03f5e5988e3effa,CL:1000715,Kidney.kidney cortex collecting duct intercalated cell,9,19841,0.05
32b783576b6c88fec03f5e5988e3effa,CL:0002138,Kidney.endothelial cell of lymphatic vessel,8,19841,0.04
32b783576b6c88fec03f5e5988e3effa,CL:4030011,Kidney.epithelial cell of proximal tubule segment 3,4,19841,0.02
32b783576b6c88fec03f5e5988e3effa,CL:0000236,Kidney.B cell,2,19841,0.01
32b783576b6c88fec03f5e5988e3effa,CL:4030009,Kidney.epithelial cell of proximal tubule segment 1,2,19841,0.01
32b783576b6c88fec03f5e5988e3effa,CL:4030017,Kidney.epithelial cell of late distal convoluted tubule,2,19841,0.01
32b783576b6c88fec03f5e5988e3effa,CL:0000786,Kidney.plasma cell,1,19841,0.01
6cd657565c709c832300336899a1e1ec,CL:1001109,Kidney.kidney loop of Henle cortical thick ascending limb epithelial cell,4814,18379,26.19
6cd657565c709c832300336899a1e1ec,CL:1001108,Kidney.kidney loop of Henle medullary thick ascending limb epithelial cell,2281,18379,12.41
6cd657565c709c832300336899a1e1ec,CL:4030022,Kidney.renal medullary fibroblast,1891,18379,10.29
6cd657565c709c832300336899a1e1ec,CL:1000714,Kidney.kidney cortex collecting duct principal cell,1851,18379,10.07
6cd657565c709c832300336899a1e1ec,CL:4030012,Kidney.kidney loop of Henle short descending thin limb epithelial cell,1580,18379,8.6
6cd657565c709c832300336899a1e1ec,CL:0000057,Kidney.kidney interstitial fibroblast,1253,18379,6.82
6cd657565c709c832300336899a1e1ec,CL:1000768,Kidney.kidney connecting tubule epithelial cell,927,18379,5.04
6cd657565c709c832300336899a1e1ec,CL:1001285,Kidney.vasa recta descending limb cell,524,18379,2.85
6cd657565c709c832300336899a1e1ec,CL:1000717,Kidney.kidney outer medulla collecting duct intercalated cell,515,18379,2.8
6cd657565c709c832300336899a1e1ec,CL:1001318,Kidney.renal interstitial pericyte,407,18379,2.21
6cd657565c709c832300336899a1e1ec,CL:1001107,Kidney.kidney loop of Henle thin ascending limb epithelial cell,328,18379,1.78
6cd657565c709c832300336899a1e1ec,CL:4030016,Kidney.epithelial cell of early distal convoluted tubule,314,18379,1.71
6cd657565c709c832300336899a1e1ec,CL:1001131,Kidney.vasa recta ascending limb cell,194,18379,1.06
6cd657565c709c832300336899a1e1ec,CL:4030018,Kidney.kidney connecting tubule principal cell,163,18379,0.89
6cd657565c709c832300336899a1e1ec,CL:1000718,Kidney.kidney inner medulla collecting duct principal cell,156,18379,0.85
6cd657565c709c832300336899a1e1ec,CL:1001005,Kidney.glomerular capillary endothelial cell,147,18379,0.8
6cd657565c709c832300336899a1e1ec,CL:1001033,Kidney.peritubular capillary endothelial cell,135,18379,0.73
6cd657565c709c832300336899a1e1ec,CL:0011031,Kidney.monocyte-derived dendritic cell,111,18379,0.6
6cd657565c709c832300336899a1e1ec,CL:0000084,Kidney.T cell,110,18379,0.6
6cd657565c709c832300336899a1e1ec,CL:4030013,Kidney.kidney loop of Henle long descending thin limb outer medulla epithelial cell,109,18379,0.59
6cd657565c709c832300336899a1e1ec,CL:4030014,Kidney.kidney loop of Henle long descending thin limb inner medulla epithelial cell,91,18379,0.5
6cd657565c709c832300336899a1e1ec,CL:1000716,Kidney.kidney outer medulla collecting duct principal cell,75,18379,0.41
6cd657565c709c832300336899a1e1ec,CL:1000452,Kidney.parietal epithelial cell,63,18379,0.34
6cd657565c709c832300336899a1e1ec,CL:1000597,Kidney.papillary tips cell,51,18379,0.28
6cd657565c709c832300336899a1e1ec,CL:1000850,Kidney.macula densa epithelial cell,46,18379,0.25
6cd657565c709c832300336899a1e1ec,CL:1000698,Kidney.kidney resident macrophage,44,18379,0.24
6cd657565c709c832300336899a1e1ec,CL:1000412,Kidney.endothelial cell of arteriole,41,18379,0.22
6cd657565c709c832300336899a1e1ec,CL:1000715,Kidney.kidney cortex collecting duct intercalated cell,38,18379,0.21
6cd657565c709c832300336899a1e1ec,CL:0000650,Kidney.mesangial cell,30,18379,0.16
6cd657565c709c832300336899a1e1ec,CL:0002201,Kidney.renal beta-intercalated cell,26,18379,0.14
6cd657565c709c832300336899a1e1ec,CL:0000990,Kidney.conventional dendritic cell,21,18379,0.11
6cd657565c709c832300336899a1e1ec,CL:4030011,Kidney.epithelial cell of proximal tubule segment 3,16,18379,0.09
6cd657565c709c832300336899a1e1ec,CL:0002138,Kidney.endothelial cell of lymphatic vessel,12,18379,0.07
6cd657565c709c832300336899a1e1ec,CL:0000236,Kidney.B cell,8,18379,0.04
6cd657565c709c832300336899a1e1ec,CL:0000653,Kidney.podocyte,5,18379,0.03
6cd657565c709c832300336899a1e1ec,CL:4030009,Kidney.epithelial cell of proximal tubule segment 1,1,18379,0.01
6cd657565c709c832300336899a1e1ec,CL:0000814,Kidney.mature NK T cell,1,18379,0.01
f88e96675a3215474570083edad66e0c,CL:1000714,Kidney.kidney cortex collecting duct principal cell,2387,11945,19.98
f88e96675a3215474570083edad66e0c,CL:4030022,Kidney.renal medullary fibroblast,2386,11945,19.97
f88e96675a3215474570083edad66e0c,CL:4030012,Kidney.kidney loop of Henle short descending thin limb epithelial cell,2032,11945,17.01
f88e96675a3215474570083edad66e0c,CL:1001107,Kidney.kidney loop of Henle thin ascending limb epithelial cell,1297,11945,10.86
f88e96675a3215474570083edad66e0c,CL:1000768,Kidney.kidney connecting tubule epithelial cell,844,11945,7.07
f88e96675a3215474570083edad66e0c,CL:1001131,Kidney.vasa recta ascending limb cell,446,11945,3.73
f88e96675a3215474570083edad66e0c,CL:4030013,Kidney.kidney loop of Henle long descending thin limb outer medulla epithelial cell,405,11945,3.39
f88e96675a3215474570083edad66e0c,CL:4030014,Kidney.kidney loop of Henle long descending thin limb inner medulla epithelial cell,363,11945,3.04
f88e96675a3215474570083edad66e0c,CL:1001108,Kidney.kidney loop of Henle medullary thick ascending limb epithelial cell,344,11945,2.88
f88e96675a3215474570083edad66e0c,CL:1001285,Kidney.vasa recta descending limb cell,307,11945,2.57
f88e96675a3215474570083edad66e0c,CL:1000718,Kidney.kidney inner medulla collecting duct principal cell,290,11945,2.43
f88e96675a3215474570083edad66e0c,CL:0000057,Kidney.kidney interstitial fibroblast,170,11945,1.42
f88e96675a3215474570083edad66e0c,CL:0011031,Kidney.monocyte-derived dendritic cell,104,11945,0.87
f88e96675a3215474570083edad66e0c,CL:1001318,Kidney.renal interstitial pericyte,92,11945,0.77
f88e96675a3215474570083edad66e0c,CL:4030016,Kidney.epithelial cell of early distal convoluted tubule,55,11945,0.46
f88e96675a3215474570083edad66e0c,CL:1000717,Kidney.kidney outer medulla collecting duct intercalated cell,50,11945,0.42
f88e96675a3215474570083edad66e0c,CL:4030018,Kidney.kidney connecting tubule principal cell,49,11945,0.41
f88e96675a3215474570083edad66e0c,CL:1001033,Kidney.peritubular capillary endothelial cell,47,11945,0.39
f88e96675a3215474570083edad66e0c,CL:1001005,Kidney.glomerular capillary endothelial cell,39,11945,0.33
f88e96675a3215474570083edad66e0c,CL:1000452,Kidney.parietal epithelial cell,37,11945,0.31
f88e96675a3215474570083edad66e0c,CL:0002201,Kidney.renal beta-intercalated cell,32,11945,0.27
f88e96675a3215474570083edad66e0c,CL:0000650,Kidney.mesangial cell,31,11945,0.26
f88e96675a3215474570083edad66e0c,CL:1000716,Kidney.kidney outer medulla collecting duct principal cell,22,11945,0.18
f88e96675a3215474570083edad66e0c,CL:0000084,Kidney.T cell,20,11945,0.17
f88e96675a3215474570083edad66e0c,CL:1000698,Kidney.kidney resident macrophage,19,11945,0.16
f88e96675a3215474570083edad66e0c,CL:1000597,Kidney.papillary tips cell,18,11945,0.15
f88e96675a3215474570083edad66e0c,CL:1000715,Kidney.kidney cortex collecting duct intercalated cell,14,11945,0.12
f88e96675a3215474570083edad66e0c,CL:1000412,Kidney.endothelial cell of arteriole,13,11945,0.11
f88e96675a3215474570083edad66e0c,CL:1001109,Kidney.kidney loop of Henle cortical thick ascending limb epithelial cell,10,11945,0.08
f88e96675a3215474570083edad66e0c,CL:1000850,Kidney.macula densa epithelial cell,8,11945,0.07
f88e96675a3215474570083edad66e0c,CL:0000236,Kidney.B cell,4,11945,0.03
f88e96675a3215474570083edad66e0c,CL:0000653,Kidney.podocyte,4,11945,0.03
f88e96675a3215474570083edad66e0c,CL:0000990,Kidney.conventional dendritic cell,3,11945,0.03
f88e96675a3215474570083edad66e0c,CL:0000775,Kidney.neutrophil,2,11945,0.02
f88e96675a3215474570083edad66e0c,CL:0000786,Kidney.plasma cell,1,11945,0.01
634511b7c63c16cfb51dc867c65cfc91,CL:4030012,Kidney.kidney loop of Henle short descending thin limb epithelial cell,2506,14382,17.42
634511b7c63c16cfb51dc867c65cfc91,CL:1000714,Kidney.kidney cortex collecting duct principal cell,2344,14382,16.3
634511b7c63c16cfb51dc867c65cfc91,CL:4030022,Kidney.renal medullary fibroblast,1902,14382,13.22
634511b7c63c16cfb51dc867c65cfc91,CL:1001107,Kidney.kidney loop of Henle thin ascending limb epithelial cell,1423,14382,9.89
634511b7c63c16cfb51dc867c65cfc91,CL:1000768,Kidney.kidney connecting tubule epithelial cell,888,14382,6.17
634511b7c63c16cfb51dc867c65cfc91,CL:1001131,Kidney.vasa recta ascending limb cell,818,14382,5.69
634511b7c63c16cfb51dc867c65cfc91,CL:1001285,Kidney.vasa recta descending limb cell,705,14382,4.9
634511b7c63c16cfb51dc867c65cfc91,CL:0000057,Kidney.kidney interstitial fibroblast,630,14382,4.38
634511b7c63c16cfb51dc867c65cfc91,CL:1000718,Kidney.kidney inner medulla collecting duct principal cell,567,14382,3.94
634511b7c63c16cfb51dc867c65cfc91,CL:4030014,Kidney.kidney loop of Henle long descending thin limb inner medulla epithelial cell,514,14382,3.57
634511b7c63c16cfb51dc867c65cfc91,CL:4030013,Kidney.kidney loop of Henle long descending thin limb outer medulla epithelial cell,442,14382,3.07
634511b7c63c16cfb51dc867c65cfc91,CL:1001108,Kidney.kidney loop of Henle medullary thick ascending limb epithelial cell,289,14382,2.01
634511b7c63c16cfb51dc867c65cfc91,CL:1000717,Kidney.kidney outer medulla collecting duct intercalated cell,206,14382,1.43
634511b7c63c16cfb51dc867c65cfc91,CL:1001318,Kidney.renal interstitial pericyte,198,14382,1.38
634511b7c63c16cfb51dc867c65cfc91,CL:4030018,Kidney.kidney connecting tubule principal cell,177,14382,1.23
634511b7c63c16cfb51dc867c65cfc91,CL:4030016,Kidney.epithelial cell of early distal convoluted tubule,108,14382,0.75
634511b7c63c16cfb51dc867c65cfc91,CL:1001109,Kidney.kidney loop of Henle cortical thick ascending limb epithelial cell,87,14382,0.6
634511b7c63c16cfb51dc867c65cfc91,CL:1001005,Kidney.glomerular capillary endothelial cell,72,14382,0.5
634511b7c63c16cfb51dc867c65cfc91,CL:0011031,Kidney.monocyte-derived dendritic cell,68,14382,0.47
634511b7c63c16cfb51dc867c65cfc91,CL:1001033,Kidney.peritubular capillary endothelial cell,66,14382,0.46
634511b7c63c16cfb51dc867c65cfc91,CL:1000452,Kidney.parietal epithelial cell,64,14382,0.45
634511b7c63c16cfb51dc867c65cfc91,CL:0000653,Kidney.podocyte,63,14382,0.44
634511b7c63c16cfb51dc867c65cfc91,CL:0002201,Kidney.renal beta-intercalated cell,60,14382,0.42
634511b7c63c16cfb51dc867c65cfc91,CL:0000084,Kidney.T cell,51,14382,0.35
634511b7c63c16cfb51dc867c65cfc91,CL:1000716,Kidney.kidney outer medulla collecting duct principal cell,37,14382,0.26
634511b7c63c16cfb51dc867c65cfc91,CL:1000715,Kidney.kidney cortex collecting duct intercalated cell,33,14382,0.23
634511b7c63c16cfb51dc867c65cfc91,CL:0000650,Kidney.mesangial cell,29,14382,0.2
634511b7c63c16cfb51dc867c65cfc91,CL:0000775,Kidney.neutrophil,10,14382,0.07
634511b7c63c16cfb51dc867c65cfc91,CL:1000698,Kidney.kidney resident macrophage,8,14382,0.06
634511b7c63c16cfb51dc867c65cfc91,CL:4030011,Kidney.epithelial cell of proximal tubule segment 3,6,14382,0.04
634511b7c63c16cfb51dc867c65cfc91,CL:1000597,Kidney.papillary tips cell,5,14382,0.03
634511b7c63c16cfb51dc867c65cfc91,CL:1000850,Kidney.macula densa epithelial cell,2,14382,0.01
634511b7c63c16cfb51dc867c65cfc91,CL:1000412,Kidney.endothelial cell of arteriole,1,14382,0.01
634511b7c63c16cfb51dc867c65cfc91,CL:0000990,Kidney.conventional dendritic cell,1,14382,0.01
634511b7c63c16cfb51dc867c65cfc91,CL:0000236,Kidney.B cell,1,14382,0.01
634511b7c63c16cfb51dc867c65cfc91,CL:0002138,Kidney.endothelial cell of lymphatic vessel,1,14382,0.01
51bc718e411810044e4258dae80ff044,CL:1001109,Kidney.kidney loop of Henle cortical thick ascending limb epithelial cell,5989,13486,44.41
51bc718e411810044e4258dae80ff044,CL:1001108,Kidney.kidney loop of Henle medullary thick ascending limb epithelial cell,2474,13486,18.34
51bc718e411810044e4258dae80ff044,CL:1000714,Kidney.kidney cortex collecting duct principal cell,816,13486,6.05
51bc718e411810044e4258dae80ff044,CL:4030012,Kidney.kidney loop of Henle short descending thin limb epithelial cell,627,13486,4.65
51bc718e411810044e4258dae80ff044,CL:1001285,Kidney.vasa recta descending limb cell,544,13486,4.03
51bc718e411810044e4258dae80ff044,CL:4030022,Kidney.renal medullary fibroblast,488,13486,3.62
51bc718e411810044e4258dae80ff044,CL:0000057,Kidney.kidney interstitial fibroblast,411,13486,3.05
51bc718e411810044e4258dae80ff044,CL:4030016,Kidney.epithelial cell of early distal convoluted tubule,313,13486,2.32
51bc718e411810044e4258dae80ff044,CL:1001107,Kidney.kidney loop of Henle thin ascending limb epithelial cell,255,13486,1.89
51bc718e411810044e4258dae80ff044,CL:4030013,Kidney.kidney loop of Henle long descending thin limb outer medulla epithelial cell,230,13486,1.71
51bc718e411810044e4258dae80ff044,CL:1000717,Kidney.kidney outer medulla collecting duct intercalated cell,155,13486,1.15
51bc718e411810044e4258dae80ff044,CL:1000718,Kidney.kidney inner medulla collecting duct principal cell,147,13486,1.09
51bc718e411810044e4258dae80ff044,CL:1001318,Kidney.renal interstitial pericyte,147,13486,1.09
51bc718e411810044e4258dae80ff044,CL:1001005,Kidney.glomerular capillary endothelial cell,134,13486,0.99
51bc718e411810044e4258dae80ff044,CL:1001033,Kidney.peritubular capillary endothelial cell,121,13486,0.9
51bc718e411810044e4258dae80ff044,CL:1000768,Kidney.kidney connecting tubule epithelial cell,99,13486,0.73
51bc718e411810044e4258dae80ff044,CL:1001131,Kidney.vasa recta ascending limb cell,97,13486,0.72
51bc718e411810044e4258dae80ff044,CL:0002201,Kidney.renal beta-intercalated cell,83,13486,0.62
51bc718e411810044e4258dae80ff044,CL:0011031,Kidney.monocyte-derived dendritic cell,57,13486,0.42
51bc718e411810044e4258dae80ff044,CL:1000850,Kidney.macula densa epithelial cell,43,13486,0.32
51bc718e411810044e4258dae80ff044,CL:1000412,Kidney.endothelial cell of arteriole,41,13486,0.3
51bc718e411810044e4258dae80ff044,CL:1000452,Kidney.parietal epithelial cell,35,13486,0.26
51bc718e411810044e4258dae80ff044,CL:4030014,Kidney.kidney loop of Henle long descending thin limb inner medulla epithelial cell,35,13486,0.26
51bc718e411810044e4258dae80ff044,CL:0000084,Kidney.T cell,31,13486,0.23
51bc718e411810044e4258dae80ff044,CL:4030018,Kidney.kidney connecting tubule principal cell,30,13486,0.22
51bc718e411810044e4258dae80ff044,CL:1000716,Kidney.kidney outer medulla collecting duct principal cell,28,13486,0.21
51bc718e411810044e4258dae80ff044,CL:1000715,Kidney.kidney cortex collecting duct intercalated cell,23,13486,0.17
51bc718e411810044e4258dae80ff044,CL:0000650,Kidney.mesangial cell,16,13486,0.12
51bc718e411810044e4258dae80ff044,CL:4030009,Kidney.epithelial cell of proximal tubule segment 1,8,13486,0.06
51bc718e411810044e4258dae80ff044,CL:1000698,Kidney.kidney resident macrophage,6,13486,0.04
51bc718e411810044e4258dae80ff044,CL:4030017,Kidney.epithelial cell of late distal convoluted tubule,1,13486,0.01
51bc718e411810044e4258dae80ff044,CL:0000097,Kidney.mast cell,1,13486,0.01
51bc718e411810044e4258dae80ff044,CL:0000786,Kidney.plasma cell,1,13486,0.01
35234b5e3eda236bb80ef3722da366f7,CL:4030012,Kidney.kidney loop of Henle short descending thin limb epithelial cell,2210,15380,14.37
35234b5e3eda236bb80ef3722da366f7,CL:1000714,Kidney.kidney cortex collecting duct principal cell,2111,15380,13.73
35234b5e3eda236bb80ef3722da366f7,CL:1001108,Kidney.kidney loop of Henle medullary thick ascending limb epithelial cell,1895,15380,12.32
35234b5e3eda236bb80ef3722da366f7,CL:4030022,Kidney.renal medullary fibroblast,1494,15380,9.71
35234b5e3eda236bb80ef3722da366f7,CL:1001107,Kidney.kidney loop of Henle thin ascending limb epithelial cell,1474,15380,9.58
35234b5e3eda236bb80ef3722da366f7,CL:1000768,Kidney.kidney connecting tubule epithelial cell,1003,15380,6.52
35234b5e3eda236bb80ef3722da366f7,CL:1001109,Kidney.kidney loop of Henle cortical thick ascending limb epithelial cell,757,15380,4.92
35234b5e3eda236bb80ef3722da366f7,CL:1001131,Kidney.vasa recta ascending limb cell,641,15380,4.17
35234b5e3eda236bb80ef3722da366f7,CL:0000057,Kidney.kidney interstitial fibroblast,592,15380,3.85
35234b5e3eda236bb80ef3722da366f7,CL:1000718,Kidney.kidney inner medulla collecting duct principal cell,462,15380,3.0
35234b5e3eda236bb80ef3722da366f7,CL:4030014,Kidney.kidney loop of Henle long descending thin limb inner medulla epithelial cell,414,15380,2.69
35234b5e3eda236bb80ef3722da366f7,CL:1001285,Kidney.vasa recta descending limb cell,380,15380,2.47
