id_namespace	local_id	project_id_namespace	project_local_id	persistent_id	creation_time	size_in_bytes	uncompressed_size_in_bytes	sha256	md5	filename	file_format	compression_format	data_type	assay_type	analysis_type	mime_type	bundle_collection_id_namespace	bundle_collection_local_id	dbgap_study_id
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/bam/90444015204_R1.trim.bam	tag:motrpac-data.org,2023:	motrpac	404ad067-ff6d-5de4-92a3-bc12fd0b5f3c		3062964369		4baa7e93205571d3b85e608e2276154e98489e7e3a4b6948642fc607599049a9		90444015204_R1.trim.bam				OBI:0003089		application/octet-stream			
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/bam/90449015204_R1.trim.bam	tag:motrpac-data.org,2023:	motrpac	8182d5f0-eb83-5257-9677-26c548c20646		3135865657		03e3547ba29fb8c8b8332ef878f86bfbed956253131e51fc086cab9181d45f95		90449015204_R1.trim.bam				OBI:0003089		application/octet-stream			
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/bam/90450015204_R1.trim.bam	tag:motrpac-data.org,2023:	motrpac	8d625b12-c806-518a-8430-49c2db5e9575		4553714751		557f5bb270394dafda9816c127cadceea2e05c4b9def1122effad61feae0ff0d		90450015204_R1.trim.bam				OBI:0003089		application/octet-stream			
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/bam/90559015204_R1.trim.bam	tag:motrpac-data.org,2023:	motrpac	ded2ee68-f00d-5dd3-8b99-fe990900a2fa		3833924207		29d4d0f5355cc427b9d3e4708f3fc18f195ec2b06977909c49e26d35b702e744		90559015204_R1.trim.bam				OBI:0003089		application/octet-stream			
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/bam/90560015204_R1.trim.bam	tag:motrpac-data.org,2023:	motrpac	8d710f16-04ae-5f8d-a333-5fb537c84c55		4711219251		9d789d54f15b50a661a8a593f254f0ddf2e707244a954ea8694609de5b5d62e0		90560015204_R1.trim.bam				OBI:0003089		application/octet-stream			
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/bam/90564015204_R1.trim.bam	tag:motrpac-data.org,2023:	motrpac	ca0a918b-450b-55f7-b746-81affd2568ea		2847922371		6c8b2bd0c92e52f6732711c8efdc36f4888b95a4e5906f06e9d7eaebc9966b2f		90564015204_R1.trim.bam				OBI:0003089		application/octet-stream			
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/bam/90567015204_R1.trim.bam	tag:motrpac-data.org,2023:	motrpac	b2125d79-99b2-5996-bbb4-4815f99c7c9b		3838102503		38687d5f577e047ea3281e4a4d11229ea7c843f76f35c51dec3703d6fea5f54b		90567015204_R1.trim.bam				OBI:0003089		application/octet-stream			
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/bam/90571015204_R1.trim.bam	tag:motrpac-data.org,2023:	motrpac	15e8e8ea-6951-5281-b2cb-702417a9421f		3374050923		8e8acc6e5b83bc87ae2404523715396c15bfd8bbbbca63085a2a0b6637471d54		90571015204_R1.trim.bam				OBI:0003089		application/octet-stream			
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/bam/90576015204_R1.trim.bam	tag:motrpac-data.org,2023:	motrpac	b6dc15bb-9b9d-5c12-be24-f7cebdabe5d2		3470735139		345bc89e96c4b50512d9942821132bfc2c89a60ddb9330f88cf06aa3b39c6b05		90576015204_R1.trim.bam				OBI:0003089		application/octet-stream			
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/bam/90578015204_R1.trim.bam	tag:motrpac-data.org,2023:	motrpac	229e343b-5d19-509a-9a96-382ef1652644		3575831994		1c3492c0623e5a515bddebde9648d57143ea91f1728ae4490e605409d600b48b		90578015204_R1.trim.bam				OBI:0003089		application/octet-stream			
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/bam/90581015204_R1.trim.bam	tag:motrpac-data.org,2023:	motrpac	d972251f-4634-5197-89e3-d744b764d404		4322572015		0043816414c806ce840a3ef550724cbdccc4178f4879bf1d9f9fbfa0529762a9		90581015204_R1.trim.bam				OBI:0003089		application/octet-stream			
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/bam/90585015204_R1.trim.bam	tag:motrpac-data.org,2023:	motrpac	060463fa-5421-5d3a-ba35-7846729095c6		3903488215		b603a594e1b4d9f799cb5089734c6bf70ef7a434a8777e459af1dab4b648bd06		90585015204_R1.trim.bam				OBI:0003089		application/octet-stream			
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/bam/90587015204_R1.trim.bam	tag:motrpac-data.org,2023:	motrpac	37eddd8b-4211-5ed2-849b-72fd374fec58		4627183881		432a89d2adee7da328903fb8f16930ef2b5aaa1ff6b5a90e54e43cbedf5a866b		90587015204_R1.trim.bam				OBI:0003089		application/octet-stream			
